timestamp,kwh
2024-01-01 00:00:00,5.772548557725033
2024-01-01 01:00:00,28.963071719495908
2024-01-01 02:00:00,0.8329798481006669
2024-01-01 03:00:00,4.501418380109371
2024-01-01 04:00:00,152.37295051952168
2024-01-01 05:00:00,44.38122510918579
2024-01-01 06:00:00,36.13458522812933
2024-01-01 07:00:00,45.588758080742096
2024-01-01 08:00:00,66.82758986077957
2024-01-01 09:00:00,67.4110439633086
2024-01-01 10:00:00,53.29672053538787
2024-01-01 11:00:00,36.08428888233309
2024-01-01 12:00:00,12.483952190920629
2024-01-01 13:00:00,130.4825019051068
2024-01-01 14:00:00,42.84423298093593
2024-01-01 15:00:00,41.501211747861106
2024-01-01 16:00:00,101.3830264106804
2024-01-01 17:00:00,24.08934434148235
2024-01-01 18:00:00,20.349752946707625
2024-01-01 19:00:00,30.33911402257322
2024-01-01 20:00:00,44.3827368548843
2024-01-01 21:00:00,21.57397756280782
2024-01-01 22:00:00,-9.988768761391643
2024-01-01 23:00:00,-19.54142475705107
2024-01-02 00:00:00,85.3616229596068
2024-01-02 01:00:00,41.017665406383976
2024-01-02 02:00:00,18.190251348810182
2024-01-02 03:00:00,62.463428288504076
2024-01-02 04:00:00,68.05153377044849
2024-01-02 05:00:00,-2.0854691293793817
2024-01-02 06:00:00,42.365690833753916
2024-01-02 07:00:00,12.948134101250764
2024-01-02 08:00:00,125.36006126159054
2024-01-02 09:00:00,49.02243018293725
2024-01-02 10:00:00,197.46995764733842
2024-01-02 11:00:00,16.786228459001574
2024-01-02 12:00:00,42.96631945761718
2024-01-02 13:00:00,87.33362212012877
2024-01-02 14:00:00,99.821258284491
2024-01-02 15:00:00,113.09820890782757
2024-01-02 16:00:00,59.78498837326537
2024-01-02 17:00:00,2.801730543003292
2024-01-02 18:00:00,46.7800929702452
2024-01-02 19:00:00,30.013127759694626
2024-01-02 20:00:00,48.2138676294537
2024-01-02 21:00:00,35.96432189150531
2024-01-02 22:00:00,53.39200699959704
2024-01-02 23:00:00,31.00403286917917
2024-01-03 00:00:00,14.722924646205204
2024-01-03 01:00:00,26.23267061191897
2024-01-03 02:00:00,8.480590807336153
2024-01-03 03:00:00,15.441160341660183
2024-01-03 04:00:00,-4.7592549453896495
2024-01-03 05:00:00,57.14207162470454
2024-01-03 06:00:00,125.74420803468625
2024-01-03 07:00:00,68.09920810752676
2024-01-03 08:00:00,-22.29556224181656
2024-01-03 09:00:00,86.46632016461872
2024-01-03 10:00:00,29.932944062456798
2024-01-03 11:00:00,45.40917919336847
2024-01-03 12:00:00,15.347678074419939
2024-01-03 13:00:00,34.199632518374806
2024-01-03 14:00:00,35.65877012152306
2024-01-03 15:00:00,41.00037909334631
2024-01-03 16:00:00,68.764611053388
2024-01-03 17:00:00,1.6424641644531603
2024-01-03 18:00:00,69.44578175108882
2024-01-03 19:00:00,1.798101572179318
2024-01-03 20:00:00,14.079335102006912
2024-01-03 21:00:00,45.818630980361654
2024-01-03 22:00:00,11.556719886446391
2024-01-03 23:00:00,15.04573596523609
2024-01-04 00:00:00,1.1246348169829297
2024-01-04 01:00:00,-4.117541608914374
2024-01-04 02:00:00,44.170671587899506
2024-01-04 03:00:00,2.537564913455801
2024-01-04 04:00:00,17.577834809025
2024-01-04 05:00:00,63.89649950071779
2024-01-04 06:00:00,24.239843348524506
2024-01-04 07:00:00,-7.453298013034887
2024-01-04 08:00:00,5.512682624567298
2024-01-04 09:00:00,60.505465698826896
2024-01-04 10:00:00,58.49287828176664
2024-01-04 11:00:00,69.05437207071758
2024-01-04 12:00:00,144.74749911426574
2024-01-04 13:00:00,22.834785489028892
2024-01-04 14:00:00,30.29117186957437
2024-01-04 15:00:00,12.691832840189626
2024-01-04 16:00:00,65.85935674553845
2024-01-04 17:00:00,-2.5196158692714725
2024-01-04 18:00:00,5.592245454335098
2024-01-04 19:00:00,3.0849311297904056
2024-01-04 20:00:00,-0.8084874975159373
2024-01-04 21:00:00,-12.034200682552648
2024-01-04 22:00:00,15.388204492433367
2024-01-04 23:00:00,56.714738184859385
2024-01-05 00:00:00,127.22274684286
2024-01-05 01:00:00,195.24793858423476
2024-01-05 02:00:00,25.0041009114353
2024-01-05 03:00:00,56.00708635603358
